date,KZT,UAH,EUR,BYR,USD
24/01/2003,0.20501000000000003,5.9432,34.1205,0.016403300000000003,31.811
23/02/2003,0.207275,5.888389999999999,34.1403,0.0160642,31.55
25/03/2003,0.206165,5.85825,33.3165,0.0157192,31.3803
24/04/2003,0.20440999999999998,5.77536,34.1326,0.0154038,31.1003
24/05/2003,0.204939,5.66237,36.0051,0.0151021,30.8316
23/06/2003,0.204117,5.6330599999999995,35.2112,0.0147098,30.3205
23/07/2003,0.206825,5.655279999999999,34.3151,0.0146175,30.2976
22/08/2003,0.20711400000000002,5.6338099999999995,33.5426,0.0144936,30.3251
21/09/2003,0.206982,5.67988,34.4044,0.014513,30.56
21/10/2003,0.20326899999999998,5.57291,34.9558,0.014111499999999999,30.0179
20/11/2003,0.203534,5.53043,35.65,0.013923999999999999,29.7952
20/12/2003,0.20218599999999998,5.43244,36.3369,0.013568199999999999,29.245
19/01/2004,0.20415299999999997,5.35341,36.29,0.013347300000000001,28.8795
18/02/2004,0.20488800000000001,5.27816,36.5584,0.013202199999999999,28.4878
19/03/2004,0.20491099999999998,5.29041,35.0585,0.0132296,28.5005
18/04/2004,0.20782699999999998,5.333019999999999,34.3181,0.0132849,28.6223
18/05/2004,0.212312,5.4201,34.7855,0.0134686,29.0436
17/06/2004,0.21279,5.43393,35.3056,0.0134507,29.0199
17/07/2004,0.21482500000000002,5.45027,35.965,0.013458,29.0908
16/08/2004,0.216153,5.48024,35.721,0.0135179,29.2579
15/09/2004,0.215777,5.4450899999999995,35.8775,0.013464499999999999,29.2162
15/10/2004,0.21895399999999998,5.411379999999999,35.975,0.013385600000000001,29.1154
14/11/2004,0.218943,5.33294,37.0353,0.013144600000000001,28.6651
14/12/2004,0.216228,5.22135,37.2788,0.0128951,28.1243
13/01/2005,0.214442,5.17379,36.5953,0.0128162,27.88
12/02/2005,0.215886,5.28951,36.1302,0.0129238,28.0688
14/03/2005,0.211372,5.2089,36.8772,0.0127301,27.4629
13/04/2005,0.21243800000000002,5.29412,36.064,0.012864599999999999,27.765
13/05/2005,0.212121,5.48501,35.6121,0.0129392,27.8677
12/06/2005,0.212335,5.60994,34.7925,0.0132251,28.4671
12/07/2005,0.211797,5.6960299999999995,34.4987,0.013333500000000002,28.7154
11/08/2005,0.20948899999999998,5.63344,35.1563,0.0131942,28.3931
10/09/2005,0.211128,5.58334,35.1253,0.0131156,28.2517
10/10/2005,0.21302,5.5709800000000005,34.6245,0.0132213,28.4577
09/11/2005,0.214543,5.60926,33.8194,0.013401,28.8389
09/12/2005,0.21617899999999998,5.70954,34.0166,0.013461,28.9799
08/01/2006,0.215337,5.67232,34.185,0.013363400000000001,28.7825
07/02/2006,0.21434699999999998,5.520020000000001,33.9016,0.0131226,28.2349
09/03/2006,0.216249,5.46832,33.4786,0.0130116,27.9945
08/04/2006,0.214149,5.407970000000001,33.6814,0.012837099999999999,27.6077
08/05/2006,0.219907,5.359,34.4703,0.0125925,27.0801
07/06/2006,0.222813,5.32532,34.5392,0.0124652,26.7331
07/07/2006,0.22709800000000002,5.3371699999999995,34.2821,0.0125526,26.9111
06/08/2006,0.22209199999999998,5.30245,34.2508,0.0124908,26.771
05/09/2006,0.212534,5.29016,34.3434,0.0124735,26.7222
05/10/2006,0.210122,5.290570000000001,34.0745,0.0124978,26.7671
04/11/2006,0.208743,5.26413,34.1075,0.012465299999999999,26.7007
04/12/2006,0.205152,5.19342,34.8186,0.012257899999999999,26.2465
03/01/2007,0.207609,5.21987,34.6965,0.012290599999999999,26.3311
02/02/2007,0.209924,5.22965,34.4929,0.0123201,26.4882
04/03/2007,0.208891,5.16946,34.4816,0.012182499999999999,26.174
03/04/2007,0.21076499999999998,5.13658,34.7107,0.012117000000000001,25.9947
03/05/2007,0.21435700000000002,5.10088,34.9823,0.011981799999999999,25.7564
02/06/2007,0.21208100000000002,5.136,34.8177,0.0120464,25.8983
02/07/2007,0.21101099999999998,5.11465,34.715,0.0120187,25.8162
01/08/2007,0.206631,5.07778,35.0015,0.0118917,25.5448
31/08/2007,0.202971,5.09989,35.0114,0.0119244,25.6494
30/09/2007,0.206255,4.95517,35.3457,0.011601,24.9493
30/10/2007,0.20451,4.88591,35.6248,0.0114722,24.6983
29/11/2007,0.201704,4.80394,36.0244,0.011294499999999999,24.3622
29/12/2007,0.203439,4.82175,35.941,0.011386100000000001,24.5398
28/01/2008,0.203429,4.7953600000000005,36.0714,0.011345000000000001,24.4386
27/02/2008,0.20247900000000002,4.799300000000001,36.1921,0.0113801,24.4558
28/03/2008,0.194861,4.660819999999999,37.0794,0.0109477,23.5171
27/04/2008,0.195813,4.726570000000001,36.9422,0.0110155,23.6007
27/05/2008,0.19528700000000002,4.91029,37.1357,0.01102,23.5483
26/06/2008,0.19538799999999998,4.96442,36.7203,0.011106,23.6113
26/07/2008,0.194303,5.06389,36.7128,0.011038399999999999,23.3572
25/08/2008,0.20275600000000002,5.2526600000000006,36.1257,0.0114914,24.2699
24/09/2008,0.20869,4.97985,36.8974,0.0118307,24.9864
24/10/2008,0.225175,4.69205,34.5767,0.0127652,26.9793
23/11/2008,0.229148,4.41064,34.5215,0.0128695,27.5665
23/12/2008,0.233786,3.4813099999999997,39.7253,0.012843299999999998,28.2682
22/01/2009,0.26858899999999997,4.19846,42.1454,0.012244199999999998,32.643
21/02/2009,0.240989,4.26935,45.4089,0.0127432,36.076
23/03/2009,0.221191,4.17788,45.7695,0.0118901,33.423
22/04/2009,0.226156,4.22083,44.0764,0.0119917,34.1043
22/05/2009,0.209145,4.13114,43.3562,0.0113528,31.4586
21/06/2009,0.207211,4.08043,43.3914,0.0109814,31.1541
21/07/2009,0.20797000000000002,4.074450000000001,44.4466,0.0110159,31.3733
20/08/2009,0.211567,3.99238,45.0123,0.0111997,31.9191
19/09/2009,0.201215,3.54427,44.6807,0.0109813,30.3744
19/10/2009,0.194606,3.62075,43.7429,0.0107587,29.3281
18/11/2009,0.19230699999999998,3.54035,42.8948,0.0105391,28.6768
18/12/2009,0.204633,3.81563,43.8568,0.0106617,30.4392
17/01/2010,0.199664,3.6584499999999998,42.5905,0.0104343,29.5603
16/02/2010,0.20408400000000002,3.74947,41.1092,0.0104245,30.2207
18/03/2010,0.198597,3.66122,40.283,0.0098325,29.1927
17/04/2010,0.198174,3.64501,39.2723,0.0098215,29.0325
17/05/2010,0.20521999999999999,3.79442,37.7282,0.010062799999999998,30.0575
16/06/2010,0.213683,3.94972,38.3303,0.010420500000000001,31.4595
16/07/2010,0.20718499999999998,3.86811,38.9053,0.0101873,30.5619
15/08/2010,0.20643999999999998,3.85599,39.2173,0.0101705,30.4199
14/09/2010,0.208339,3.8765799999999997,39.3235,0.0101198,30.6831
14/10/2010,0.204043,3.78979,42.0451,0.0100456,30.1269
13/11/2010,0.208554,3.86974,41.8779,0.0101525,30.7722
13/12/2010,0.20941500000000002,3.8742600000000005,40.9394,0.0102458,30.8604
12/01/2011,0.20798100000000003,3.84497,39.6076,0.010154199999999999,30.6252
11/02/2011,0.20052299999999998,3.68878,40.135,0.009752,29.3535
13/03/2011,0.196383,3.6082799999999997,39.5375,0.0094682,28.6317
12/04/2011,0.19234600000000002,3.5123399999999996,40.439,0.00916939,27.9758
12/05/2011,0.189615,3.46009,39.7827,0.00902312,27.6288
11/06/2011,0.19096900000000003,3.4794899999999997,40.2298,0.00559507,27.7907
11/07/2011,0.191664,3.49146,40.0193,0.00560676,27.888
10/08/2011,0.200215,3.6865200000000002,41.9039,0.00588332,29.4166
09/09/2011,0.200718,3.68838,41.5175,0.00565163,29.5015
09/10/2011,0.217028,4.02531,43.2614,0.00559231,32.2005
08/11/2011,0.206459,3.81783,42.0727,0.00349365,30.5694
08/12/2011,0.21094000000000002,3.8865600000000002,41.8661,0.0036393300000000005,31.1527
07/01/2012,0.216874,4.00549,41.6714,0.00385582,32.1961
06/02/2012,0.203352,3.76101,39.7425,0.00359554,30.2385
07/03/2012,0.199039,3.66372,38.8721,0.0035741300000000004,29.4508
06/04/2012,0.198531,3.66331,38.7097,0.00361552,29.4303
06/05/2012,0.201579,3.7104,39.0001,0.00367087,29.8075
05/06/2012,0.228822,4.21161,42.2464,0.00406199,34.0395
05/07/2012,0.21543500000000002,3.98127,40.5512,0.0038709699999999996,32.2065
04/08/2012,0.216554,4.01061,39.6745,0.00391059,32.5361
03/09/2012,0.21762,4.010949999999999,40.7249,0.0038724,32.5669
03/10/2012,0.207366,3.8211799999999996,40.1673,0.00370214,31.135
02/11/2012,0.207939,3.84018,40.6323,0.00367721,31.3666
02/12/2012,0.204697,3.7621200000000004,40.0759,0.00359103,30.811
01/01/2013,0.20210699999999998,3.7590000000000003,40.2286,0.0035337600000000004,30.3727
31/01/2013,0.198991,3.68868,40.5134,0.0034714100000000003,30.0277
02/03/2013,0.203447,3.7708399999999997,40.0563,0.00356257,30.6381
01/04/2013,0.20600000000000002,3.8162599999999998,39.8023,0.00358104,31.0834
01/05/2013,0.20531300000000002,3.82189,40.6264,0.0035971400000000004,31.0433
31/05/2013,0.208786,3.87718,40.965,0.0036288699999999998,31.5893
30/06/2013,0.215673,4.010669999999999,42.718,0.00372116,32.709
30/07/2013,0.214448,4.039540000000001,43.606,0.0036916400000000004,32.8556
29/08/2013,0.217787,4.08744,44.3879,0.0037031,33.1798
28/09/2013,0.210388,3.95417,43.6497,0.0035602800000000003,32.3451
28/10/2013,0.20590499999999998,3.8744500000000004,43.7625,0.00343947,31.6775
27/11/2013,0.21559999999999999,4.020709999999999,44.6392,0.0035337899999999998,32.9879
27/12/2013,0.21235600000000002,3.9940100000000003,44.7005,0.00343363,32.671
26/01/2014,0.220648,4.05924,46.8985,0.00356133,34.26
25/02/2014,0.19229500000000002,3.9677300000000004,48.7959,0.00363658,35.5112
27/03/2014,0.194697,3.2344299999999997,48.9521,0.003588,35.4494
26/04/2014,0.197406,3.1040099999999997,49.6969,0.00359649,35.9289
26/05/2014,0.187636,2.87026,46.835,0.00340585,34.3139
25/06/2014,0.185189,2.86519,46.2212,0.00333312,33.9812
25/07/2014,0.191138,3.00202,47.1702,0.003409,35.0786
24/08/2014,0.197774,2.72232,47.8548,0.00344523,36.0027
23/09/2014,0.212032,2.91156,49.6193,0.00366017,38.5782
23/10/2014,0.22638100000000003,3.15132,52.1388,0.00383228,40.9671
22/11/2014,0.252767,3.01267,57.4377,0.00420501,45.7926
22/12/2014,0.333219,3.8362000000000003,74.5727,0.00532303,60.6825
21/01/2015,0.35352200000000006,4.09814,75.2735,0.00430087,64.9862
20/02/2015,0.335642,2.28422,70.9408,0.0041255400000000005,62.1307
22/03/2015,0.322894,2.5621099999999997,64.0504,0.00402913,60.0341
21/04/2015,0.277291,2.34185,55.5496,0.0036022199999999997,51.5207
21/05/2015,0.267987,2.35701,55.2441,0.0035064700000000002,49.7919
20/06/2015,0.289126,2.50235,60.913,0.0035163800000000004,53.8006
20/07/2015,0.303872,2.52925,61.9183,0.0037347099999999996,56.8423
19/08/2015,0.349484,2.97196,72.9187,0.0040585000000000005,65.8289
18/09/2015,0.241993,3.0120899999999997,73.9378,0.0037021999999999997,65.3623
18/10/2015,0.222,2.88408,69.771,0.0035715200000000003,61.3587
17/11/2015,0.216027,2.87273,71.3987,0.00371434,66.4607
17/12/2015,0.212148,3.00218,77.04,0.0038405500000000003,70.4012
16/01/2016,0.213779,3.17368,83.2951,0.00384942,76.565
15/02/2016,0.215697,3.0487100000000003,89.8454,0.00360522,79.4951
16/03/2016,0.20538900000000002,2.6272200000000003,78.3285,0.0034135399999999996,70.5408
15/04/2016,0.198627,2.5949400000000002,74.794,0.00332976,66.4954
15/05/2016,0.197375,2.5488,73.6248,0.0033730200000000004,64.9306
14/06/2016,0.193227,2.58624,73.1909,0.003266,64.7077
14/07/2016,0.188513,2.57213,70.5577,31.8867,63.8531
13/08/2016,0.186764,2.56832,71.7158,32.9423,64.3364
12/09/2016,0.190027,2.40441,72.3359,32.9795,64.1617
12/10/2016,0.188269,2.40645,69.1231,32.5541,62.1946
11/11/2016,0.188109,2.47864,69.3392,33.2021,63.4161
11/12/2016,0.189255,2.4536000000000002,67.2086,32.1171,63.3028
10/01/2017,0.180764,2.22043,63.1125,30.5826,59.8961
09/02/2017,0.183286,2.21053,63.4467,30.9802,59.5129
11/03/2017,0.18648499999999998,2.2096,62.7408,30.9877,59.2174
10/04/2017,0.18157199999999998,2.11128,60.5687,30.0926,56.9201
10/05/2017,0.184053,2.20899,64.2398,30.989,58.5382
09/06/2017,0.181321,2.17814,64.1488,30.433,56.9857
09/07/2017,0.18602,2.32071,68.947,30.5408,60.3792
08/08/2017,0.18096800000000002,2.33109,70.8414,30.7924,60.0605
07/09/2017,0.16798100000000002,2.2078800000000003,68.4165,29.7941,57.3387
07/10/2017,0.168167,2.15849,67.5344,29.3353,57.7612
06/11/2017,0.17486000000000002,2.16667,68.0822,29.5174,58.4296
06/12/2017,0.176201,2.1594,69.6327,29.07,58.6924
05/01/2018,0.173184,2.04955,68.8668,29.1013,57.6002
04/02/2018,0.174161,2.0111499999999998,70.0958,28.4039,56.0408
06/03/2018,0.177757,2.14058,70.1702,28.948,57.1
05/04/2018,0.180512,2.20014,70.958,29.3519,57.7646
05/05/2018,0.19213000000000002,2.40035,75.6392,31.229,63.2012
04/06/2018,0.18806,2.38141,72.7183,30.9096,62.2056
04/07/2018,0.184469,2.40447,73.7012,31.8405,63.2194
03/08/2018,0.180486,2.33663,73.4206,31.5758,63.1358
02/09/2018,0.187126,2.4086600000000002,79.4966,32.6745,68.0447
02/10/2018,0.18016,2.3261600000000002,75.9877,31.0265,65.5745
01/11/2018,0.17775300000000002,2.3348,74.4189,30.9562,65.5962
01/12/2018,0.178169,2.35508,75.7484,31.2217,66.5335
31/12/2018,0.18056999999999998,2.50706,79.4605,32.0732,69.4706
30/01/2019,0.174224,2.3902200000000002,75.8811,30.7491,66.3412
01/03/2019,0.17573799999999998,2.45673,74.9691,30.8212,65.8895
31/03/2019,0.170498,2.38008,72.723,30.4305,64.7347
30/04/2019,0.16936099999999998,2.4506799999999997,72.2024,30.6916,64.6917
30/05/2019,0.169975,2.43398,72.4118,31.0924,64.9084
29/06/2019,0.16575900000000002,2.41161,71.8179,30.8831,63.0756
29/07/2019,0.163913,2.4819,70.311,31.1385,63.1271
28/08/2019,0.170808,2.63475,73.6091,32.0689,66.2608
27/09/2019,0.165853,2.65656,70.3834,30.9781,64.2888
27/10/2019,0.164476,2.5415099999999997,71.1194,31.2927,63.9966
26/11/2019,0.165116,2.6497800000000002,70.3122,30.9472,63.7637
26/12/2019,0.163023,2.65504,68.4065,29.5988,61.7164
25/01/2020,0.16325199999999998,2.55042,68.2924,29.2587,61.8031
24/02/2020,0.170777,2.63093,69.4191,29.0849,64.3008
25/03/2020,0.17595400000000003,2.83733,85.4253,30.1608,78.8493
24/04/2020,0.17385899999999999,2.7833300000000003,81.1468,30.4709,75.129
24/05/2020,0.172702,2.68697,78.4431,29.929,71.8804
23/06/2020,0.172435,2.6060600000000003,77.8285,29.2501,69.4835
23/07/2020,0.171553,2.5479399999999996,81.5904,29.703,70.7881
22/08/2020,0.17656300000000003,2.7033899999999997,87.7343,29.3407,74.0999
21/09/2020,0.178291,2.66353,88.9578,29.2499,75.0319
21/10/2020,0.18134699999999998,2.74209,91.5603,30.3773,77.778
20/11/2020,0.17802199999999999,2.70531,90.3484,29.8111,76.2627
20/12/2020,0.174669,2.6401,89.8262,29.2747,73.3155
19/01/2021,0.175839,2.6269,89.3304,28.9558,73.9735
18/02/2021,0.176924,2.64254,89.0809,28.4759,73.7669
20/03/2021,0.175998,2.67543,88.433,28.5611,74.139
19/04/2021,0.175683,2.7017800000000003,90.4602,29.1027,75.5535
19/05/2021,0.17300100000000002,2.68927,89.9057,29.3283,73.6992
18/06/2021,0.16950500000000002,2.6685600000000003,86.7012,28.7729,72.5048
18/07/2021,0.173712,2.72409,87.5673,29.2913,74.1656
17/08/2021,0.172403,2.75671,86.5072,29.3862,73.392
16/09/2021,0.170754,2.7355799999999997,86.0674,29.2426,72.852
16/10/2021,0.167223,2.70013,82.7276,29.0325,71.2371
15/11/2021,0.166927,2.7519400000000003,82.2173,29.3493,71.8118
15/12/2021,0.167912,2.72012,82.8299,29.1964,73.4698
14/01/2022,0.171442,2.68722,85.4556,29.0659,74.5686
13/02/2022,0.174631,2.67511,85.3574,29.3502,74.9867
15/03/2022,0.22490300000000002,3.8175800000000004,127.2343,34.9971,115.1963
14/04/2022,0.177541,2.70931,86.7219,28.2105,79.8471
14/05/2022,0.146701,2.1600200000000003,65.7939,25.0865,63.7799
13/06/2022,0.132973,1.95675,60.9656,22.5581,57.778
